timestamps,y_pred,y_test,y_true
2014-07-10 00:00:00,0.78727555275,0.597112930679,15185.0
2014-07-10 00:30:00,0.407887458801,-0.000750095646541,11459.0
2014-07-10 01:00:00,-0.113036416471,-0.537142495379,8847.0
2014-07-10 01:30:00,-0.631134569645,-0.913164220581,6580.0
2014-07-10 02:00:00,-1.05009520054,-1.23951998284,5247.0
2014-07-10 02:30:00,-1.38522601128,-1.43141774689,4127.0
2014-07-10 03:00:00,-1.60669744015,-1.5926521773,3440.0
2014-07-10 03:30:00,-1.7375818491,-1.69155222524,2957.0
2014-07-10 04:00:00,-1.78741300106,-1.76108457335,2779.0
2014-07-10 04:30:00,-1.77382349968,-1.78670933104,2532.0
2014-07-10 05:00:00,-1.70663249493,-1.82226728132,2718.0
2014-07-10 05:30:00,-1.61378371716,-1.79549084913,4449.0
2014-07-10 06:00:00,-1.4954944849,-1.54629727856,6601.0
2014-07-10 06:30:00,-1.27480912209,-1.23649683727,11202.0
2014-07-10 07:00:00,-0.934599161148,-0.574140038786,13934.0
2014-07-10 07:30:00,-0.350209414959,-0.18084319604,17176.0
2014-07-10 08:00:00,0.246741056442,0.285872896267,19057.0
2014-07-10 08:30:00,0.716144382954,0.556660363764,21112.0
2014-07-10 09:00:00,0.907034516335,0.852496751701,19882.0
2014-07-10 09:30:00,0.942341327667,0.675426796878,19024.0
2014-07-10 10:00:00,0.732260167599,0.55190970644,16989.0
2014-07-10 10:30:00,0.545987546444,0.258952504761,16979.0
2014-07-10 11:00:00,0.390736937523,0.257512911632,16381.0
2014-07-10 11:30:00,0.393156290054,0.171425242539,17815.0
2014-07-10 12:00:00,0.406585931778,0.377862897187,18029.0
2014-07-10 12:30:00,0.525616407394,0.40867019014,17495.0
2014-07-10 13:00:00,0.608128845692,0.33179591707,17075.0
2014-07-10 13:30:00,0.58505743742,0.271333005667,18234.0
2014-07-10 14:00:00,0.507978796959,0.438181849277,18091.0
2014-07-10 14:30:00,0.538258910179,0.417595667537,18495.0
2014-07-10 15:00:00,0.550650298595,0.475755229935,17523.0
2014-07-10 15:30:00,0.576808512211,0.33582677783,16714.0
2014-07-10 16:00:00,0.508839547634,0.219363693723,14735.0
2014-07-10 16:30:00,0.411561369896,-0.0655317864355,13610.0
2014-07-10 17:00:00,0.225398927927,-0.227486013408,16290.0
2014-07-10 17:30:00,0.0741252079606,0.158324945069,19152.0
2014-07-10 18:00:00,0.289507091045,0.570336498487,21865.0
2014-07-10 18:30:00,0.717263162136,0.960898114288,24347.0
2014-07-10 19:00:00,1.15945327282,1.31820512882,26186.0
2014-07-10 19:30:00,1.46672534943,1.58294630517,25852.0
2014-07-10 20:00:00,1.56638991833,1.53486389468,23995.0
2014-07-10 20:30:00,1.37367999554,1.26753145069,21664.0
2014-07-10 21:00:00,1.0576120615,0.931962292402,25027.0
2014-07-10 21:30:00,0.830063402653,1.41609746157,25431.0
2014-07-10 22:00:00,1.25742673874,1.47425702396,25643.0
2014-07-10 22:30:00,1.43038141727,1.50477639829,24654.0
2014-07-10 23:00:00,1.39294660091,1.36240063787,23154.0
2014-07-10 23:30:00,1.18448245525,1.14646166857,21863.0
2014-07-11 00:00:00,0.913445234299,0.960610195662,20051.0
2014-07-11 00:30:00,0.686071574688,0.699755920752,16122.0
2014-07-11 01:00:00,0.442602157593,0.134139780507,13107.0
2014-07-11 01:30:00,0.00401576561853,-0.299897547779,10506.0
2014-07-11 02:00:00,-0.421975076199,-0.674335720539,8444.0
2014-07-11 02:30:00,-0.792727231979,-0.971179823666,6876.0
2014-07-11 03:00:00,-1.09794342518,-1.19690802624,5375.0
2014-07-11 03:30:00,-1.33111536503,-1.41299095485,4366.0
2014-07-11 04:00:00,-1.5124322176,-1.55824590153,4183.0
2014-07-11 04:30:00,-1.62968707085,-1.58459045578,3249.0
2014-07-11 05:00:00,-1.65143084526,-1.719048454,3134.0
2014-07-11 05:30:00,-1.64665210247,-1.73560377498,4620.0
2014-07-11 06:00:00,-1.59849822521,-1.52168023606,6725.0
2014-07-11 06:30:00,-1.42192780972,-1.21864588248,10651.0
2014-07-11 07:00:00,-1.09098148346,-0.653461620174,12952.0
2014-07-11 07:30:00,-0.524345099926,-0.322211241273,15808.0
2014-07-11 08:00:00,0.0542667210102,0.088936556268,17565.0
2014-07-11 08:30:00,0.522044599056,0.341873068971,19784.0
2014-07-11 09:00:00,0.741906344891,0.661318784217,19699.0
2014-07-11 09:30:00,0.836317837238,0.649082242623,18663.0
2014-07-11 10:00:00,0.739016115665,0.499940394496,16509.0
2014-07-11 10:30:00,0.549992620945,0.189852034586,16600.0
2014-07-11 11:00:00,0.333471417427,0.202952332057,15636.0
2014-07-11 11:30:00,0.308846950531,0.0641755544553,17434.0
